0,1,2,3,4,5,falcon-7b-lang-45_correct,falcon-7b-lang-45_choiceA_probs,falcon-7b-lang-45_choiceB_probs,falcon-7b-lang-45_choiceC_probs,falcon-7b-lang-45_choiceD_probs
Urban agriculture can benefit urban society in all of the following ways EXCEPT,create sustainable food systems in urban areas.,provide jobs for women and children.,turn urban waste into a resource when utilized in safe manner.,replace agribusiness as the main focus of global food production.,D,False,0.288,0.2142,0.3408,0.1567
Which one of the following organizations is NOT a supranational organization?,UN,NATO,ASEAN,PLO,D,False,0.1855,0.2546,0.3413,0.2186
Which one of the following demographic factors characterizes stages 4 and 5 in the demographic transition model?,Zero population growth,High mortality rates,High birth rates,High sex ratios,A,False,0.2678,0.2976,0.3535,0.08105
Which of the following statements does NOT describe a factor that contributed to suburbanization in the United States?,A shorter workweek made time for a commute possible.,Changes in the housing mortgage regulations made home ownership easier.,Fixed-route public transit routes increased in importance.,Improved automobiles made transportation easier and less limited.,C,False,0.3496,0.255,0.267,0.1287
An isobar map shows lines connecting all points of equal,atmospheric pressure,surface temperature,elevation,precipitation,A,False,0.2426,0.2444,0.3967,0.11633
Ralph purchases garden fertilizer at the nearby garden shop rather than drive 50 miles to the neighboring town for the same product. This reflects which type of spatial interaction?,Transferability,Complementarity,Intervening opportunity,Territoriality,C,True,0.1974,0.294,0.385,0.12354
What type of countries generally possesses a greater variety of climates and resources than other countries?,Perforated states,Fragmented states,Elongated states,Prorupt states,C,False,0.3574,0.2428,0.2827,0.11694
Which of the following factors has little or no impact on mortality rates in the developing countries?,New medicines,Improved birth control methods,Pesticides,Famine relief,B,False,0.1455,0.2399,0.5117,0.1028
"The idea that you identify with, and give allegiance, to a nation-state is",regionalism.,diffusion.,iconography.,nationalism.,D,False,0.386,0.2351,0.3342,0.04468
What condition occurs when the people of one state want to annex a territory whose population is ethnically related to that state's population but now under the rule of another state?,Nationalism,Resource dispute,Irredentism,Positional dispute,C,True,0.11096,0.3237,0.4766,0.0888
"Variations in vocabulary, pronunciation, and rhythm in a spoken language are called",syntax.,isoglosses.,lingua francas.,dialects.,D,False,0.3489,0.3103,0.2986,0.04218
Boundary problems along the United States–Mexico border are caused by which type of issue below?,Ownership of fertile ground,Land use,Irredentism,Immigration,D,False,0.2656,0.1876,0.4607,0.08624
In which country does language pose a centrifugal force?,Canada,United States,Brazil,Norway,A,False,0.1636,0.4097,0.3574,0.0693
Quebec is a strong example of which of the following situations?,Irredentism,Secession,Ethnonationalism,A colony,C,True,0.193,0.336,0.3914,0.0798
Which of the following items below is NOT considered a barrier to the diffusion of an innovation?,Internet,Distance,Cultural obstacles,Government interference,A,False,0.1412,0.1799,0.5435,0.1353
Change in any culture is introduced through all the following processes EXCEPT,innovation.,diffusion.,acculturation.,gravity.,D,False,0.2698,0.3167,0.3105,0.10284
Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's first major migration came from France.,Canada's second major migration stream originated in the British Isles.,Canada's third major migration stream came from Latin America.,The first major migration wave to the United States originated in Europe.,C,True,0.3162,0.233,0.3376,0.11316
A chief factor that contributed to the Second Agricultural Revolution was,the Industrial Revolution.,World War I.,World War II.,the discovery of the plow.,A,False,0.2493,0.3816,0.342,0.0271
Zero population growth (ZPG) is achieved when,CBR – CDR 5 2.,Births 1 immigration 5 deaths 1 emigration.,Total fertility 5 3.,Replacement fertility is achieved.,B,False,0.2786,0.3096,0.3677,0.0439
In which of the following Asian countries would one find special economic zones (SEZs)?,Japan,South Korea,China,Vietnam,C,False,0.2098,0.4092,0.2512,0.1298
Which of the following industries does NOT need to be close to its markets?,Dairy foods,Bulk-gaining products,Single-market products,Bulk-reducing products,D,False,0.2365,0.2401,0.4182,0.1053
Which of the following is NOT a characteristic of a city in the developing world?,Contains modern centers of commerce,Has a well-developed infrastructure,Experiences large in-migrations of rural people into the city,Produces a large share of its country's GDI,B,False,0.2756,0.266,0.3313,0.1267
A map that presents a single class of statistics is called a,general purpose map.,thematic map.,reference map.,mental map.,B,False,0.3677,0.362,0.2498,0.02051
The construction of freeways leads to all but which of the following results?,Urban sprawl,Traffic increase,Traffic congestion,Decreased dependency on cars,D,False,0.2595,0.1945,0.3438,0.2021
Which continent has the highest total fertility rates?,Africa,Asia,South America,Europe,A,False,0.2637,0.2742,0.2722,0.19
What monotheistic religion is based on the life and teachings of Jesus Christ of Nazareth?,Islam,Christianity,Hinduism,Buddhism,B,True,0.252,0.4058,0.311,0.03128
Which of the following statements is true concerning folklore?,It is the written tradition of a group.,It encourages changing the old values and customs.,It serves to blend all cultures into one.,It expresses in words the shared values of a group by expressing their ideals.,D,False,0.3733,0.2607,0.2607,0.1053
The irregularity of the wet monsoon in South Asia in recent years may have a significant negative effect on which of the following?,Food production,Population patterns,Wildlife conservation efforts,Tourism,A,False,0.1268,0.2727,0.4497,0.1506
"According to Alfred Weber's least-cost theory, which one of the following costs of production is the most important factor in locating an industry?",Labor,Transport,Raw materials,Agglomeration costs,B,False,0.1777,0.3577,0.4263,0.03842
The climate of Great Britain is milder than most other places along the same latitude for which of the following reasons?,"The Gulf Stream brings warm waters to Great Britain, raising the temperature of winds that blow onto the island.",Hot springs throughout the country raise the temperature of the surrounding land and air.,Mountain ranges in the north of Great Britain act as a barrier to cold winds blowing from the Arctic.,Small landmasses generate their own local climate and are largely unaffected by latitude.,A,False,0.2566,0.2063,0.3535,0.1835
Which of the following supranational organizations is not an economic union?,EU,CARICOM,NAFTA,NATO,D,False,0.2031,0.3606,0.312,0.12415
The global lingua franca is,Chinese.,English.,French.,Arabic.,B,False,0.2465,0.2905,0.3801,0.0829
What are the two major branches of Islam?,Sunni and Shinto,Shinto and Shiite,Sunni and Shiite,Shamanism and Shiite,C,False,0.3643,0.4177,0.1927,0.02528
What was the primary reason the Green Revolution did NOT help Africa much?,It targeted crops Africans don't grow and eat.,It required sophisticated machinery.,Population growth has fallen so drastically that Africans don't need the increased food production.,African agricultural production went up without its help.,A,False,0.1831,0.2727,0.353,0.1912
The largest exporter of agricultural goods in the world is,China.,Mexico.,Chile.,the United States.,D,False,0.3743,0.4224,0.1831,0.02046
Which of the following statements is NOT part of Gunnar Myrdal's theory of cumulative causation?,Developing and developed regions share similarly in wealth through trade.,The core will always dominate the periphery.,Growth and prosperity of the core exists at the expense of the periphery.,"Regions with initial advantage keep and expand it as they attract labor, capital, and trade.",A,False,0.2769,0.2148,0.3164,0.1919
Which pair of religions below share a long-held tradition of cremating their dead?,Hindu and Buddhist,Hindu and Muslim,Muslim and Jewish,Christian and Buddhist,A,False,0.273,0.52,0.1819,0.0251
"The official languages of Guyana, Suriname, and French Guiana are English, Dutch, and French, respectively. On what continent are those countries located?",North America,South America,Africa,Asia,B,True,0.1951,0.51,0.2603,0.03482
