No,Text,label
9,"""Paccappureng ku lao okko hanamasa ellinna 120 sebbu / tau. Tapi iya ipirasai e lebbipa na iyaro. Weddikki' mala anre lettu cau', tapi rasana de na mappasara nyawa aga, macca-macca ta' maccampuru' cadiddi. Narekko pappoji juku saping tette' napoji lao okkoe."". What is the language of the text? ",buginese
10,"""Ko tallao okko teh peak sitinajai laiseddingngi maka bela pole tengngana kota bandung, sibawa lalenna mappapusa cedde' sibawa laleng e mabiccu na mallekko-lekko. Tapi idi' nulle de ta pusa nasaba' tungke' lekoreng engka signage lettu okko the peak. Anroanna maka kanja' lao okko idi' massappae appeneddingeng wenni iya magello e, sibawa pattiro wenninna kota bandung iya mabello e."". What is the language of the text? ",buginese
11,"""Kebun raya bogor wedding laipancaji bara siddinna anroang i laui jokka-jokka"". What is the language of the text? ",buginese
12,"""onroanna the peak sideppa na lembang, tana tanrena bandung iyaro macekke' na makanja' onroanna tapi laleng e lettu okko e mega ladde' allekoreng mausu', de' na coco' lai laloi ko bosi na ko wenni. di the peak engka onroang manre na pitakki tappana kanja'na bandung pole bulu, ellinna pakkanreang e maka soli na de'na sikenangeng"". What is the language of the text? ",buginese
13,"""cau'na pake jasa lion air"". What is the language of the text? ",buginese
14,"""mega aga-aga wedding lai jama miseki wettu kosongta"". What is the language of the text? ",buginese
15,"""mancaji tattamba ciani' laporo aga-aga makke e. nasaba lettu aha' lalo e depa na jamai. janci mi na tale'"". What is the language of the text? ",buginese
16,"""Masoli ellinna na cedde' mi ise'na anrena, dena lau lisu paemengnge. Pada moi sedding nasu nasunna indo' ku."". What is the language of the text? ",buginese
17,"""Mabaru na tassadia, 5 sekat anre-anre tangesso kotak manre yooyee kotak bokong iyae de nasebbo' 590"". What is the language of the text? ",buginese
18,"""de' upahangngi manengka iyye resto e juara 12 pole 1800 resto engka e okko jakarta. masoli ellinna! makkacubbu onroanna, na mabiasa mi rasa pakkanreanna. aja' ta tepperi ladde' pau-paunna tau we "". What is the language of the text? ",buginese
19,"""Abbettuang ri jamang mapparotes okko afghanistan wunui 68 tau"". What is the language of the text? ",buginese
20,"""Iyya lao ka okkoro restorange sibawa sibangku. Sibakku maegangngi maseleng mita pakkitanna maka bello ko mawenni ni. Engka wettukku coba steak imporna, maka lunra lebbi pi sausna. Mmm yummi. ko engka wetttukku maeloka si lao okkoro paimeng."". What is the language of the text? ",buginese
21,"""Laleng lao okko dusun bambu yulle molai pake wettu 1-2 jang pake oto cadiddi. Lao okko dusun bambu nasitinajai ri wettu mapettang e nasaba yulle manessai mitai pakkita bello e sibawa wettu kaminang sikenangengnge ko ta melo manre wenni."". What is the language of the text? ",buginese
22,"""Anrena makessing pada siseng xo suki laingnge. Namo esso pakansi loppo taue padae esso alleppereng e de nakkada pakansi to cabberuna na sibawa massuroang inung, na sesa' e massuroang makkoling koling. Tabe', ta piara laloi atepperenna pangilli ta'. Tarima kasi'."". What is the language of the text? ",buginese
23,"""Restorang e we mancaji onroang manre mattette' i laoi ko tollao bandung. Pakkanreanna mappanyameng lilla anre sunda, iyye onroang manrewe lai patettong pake modele lego-lego okko laleng bola-bola e we yare'ga lai yaggolilingi okko ale' na bulu e mega na laibelloi okko to-to aju makkampe' e sibawa lai pasennangi ki' okko oni wae salo e napancaji wi anre ta' maka nyameng. Parellu lai coba lao nigi-nigi tau lao okko bandung."". What is the language of the text? ",buginese
24,"""upatuosi paimeng kuota indosatku nasaba runtu'ka gratisang youtube"". What is the language of the text? ",buginese
25,"""Iya' silaloku denre' sirruntu sibawakku iya majjamae okko trans tv"". What is the language of the text? ",buginese
26,"""Rumah makan okkoe jalan anggrek e mappunnai akanjakeng rupa-rupang seafood iye makae ega sibawa engka tuo mopa nappa ipette sibawa lainasu iyatoro wettu e. Maega rupanna anre-anre iya wedding lai pitte sibawa wettu mattajeng cinampe' mi mancajiki de ta metta mattajeng maliwaseng. Menu kerapu nasunna maka lunra' sibawa marommo, makkotoparo narekko lainasui pake bale iya mabarue. Anroanna maka mo cekke', ellinna masempo."". What is the language of the text? ",buginese
27,"""Pappada biasanna idi' maneng turi massappa anre iya sialingeng sibawa laingnge, runtukki' ri anroang e we iyanaritu the restaurant padma hotel. Idi' maneng massuroang menu iya engkae. Engka pole indonesia, eropa sibawa chinese, sitongenna nasu-nasunna malunra' maneng."". What is the language of the text? ",buginese
28,"""Iya na ritu pacairi ka'. Iye tennia salanna tau passappa jamang e tapi manessa 100% salanna tau yase' e esseng makkada pekko caranna siatoro'. Masara nyawa bawangnga nasabaiye masalana sibawakku okkoe lampung."". What is the language of the text? ",buginese
29,"""pelayananna metta, tapi suasanana makanja na de'ga padanna, jadi wettutta mattajeng pakkanreang weddingki pirasai suasanana iyye restorang e, menu na maega rupanna na malunra'"". What is the language of the text? ",buginese
30,"""Anre anre we okkoe malunra' na mega topa rupanna. Malunra' maneng na makanja pakkita matanna. Majampang ladde' pajjamana pole mba diah sibawa gina sipongeng engkata lettu' pura, lai jampangi laddekki"". What is the language of the text? ",buginese
31,"""okko piala dunia 2018 matu'e, telkomsel mala bagiang mancaji pendukung penyiaran resmi okko ero acara paggolo'e"". What is the language of the text? ",buginese
32,"""Alena biasanna mangelli tissu passeo"". What is the language of the text? ",buginese
33,"""Bus na de' namanyameng, anri', de' na pada nasengnge punggawa ta'. Tenniapa anre na aga makurang lunra' to, makkotoparo anroang wisata ilau i e mappasara nyawa."". What is the language of the text? ",buginese
34,"""Maka sa gampang sappai iye anroang e, yacciorimi bawang laleng e lao tengngana kota e. Matu' ri abiona laleng e pitai parkirang oto makae ega, okkoniro anroanna iye kafe e we. Lausangkai makkada iya kafe e we balalapa na malappa, tuli maka ega tau."". What is the language of the text? ",buginese
35,"""Masara nyawa ka mitai iyewe provider e, lettu' ka mapella, macai, mappiddara, iya massu, nasaba', sinyal e de na tuju."". What is the language of the text? ",buginese
36,"""Pabbukku angkaluanna, seprei sibawa selimu' na de na namapute.. Naekkiya tembo' na maega ni lumu' na."". What is the language of the text? ",buginese
37,"""Na riwettunna alena pole, pene' masolang i acara e. Maciddi' ladde' ka' iyya' okko alena, tongeng! Taddampengika' iyya' de upoji ladde' i alena"". What is the language of the text? ",buginese
38,"""Idi' maneng enka acara manre wenni iyaro wettue, ese' kring na de na passarangngi sibawa espresso mancajiwi de yulle campuru' i pada elo ta tacciddi-ciddi. Salmon steak na aga de na macakka, oli salmon na makeddo, yako ko laiyitai pada ko mettani okko ilaleng kulkas e yaregga anroang ese' e. Na sitongenna iyaro menu utamae sitongenna anu malunra' e pa."". What is the language of the text? ",buginese
39,"""Onroangna magampangmi lae runtu'. Mapaccing na makessing, Appangadarenna makanja', wedding ki caritai pakkanreang napassadia e. Manyameng"". What is the language of the text? ",buginese
40,"""buffet anre wenni paning top. ellinna sikenangeng lae runtu' e. rasana malunra' mega rupanna. ellinna biasa laediskong ko rombongangki engka. sukseski di"". What is the language of the text? ",buginese
41,"""Anroang iya makanja' e yako ipirasai ri wenni wi. Menyameng sah. Masempo to pa ellianna. Pappojikku tenderloinna. Malunra sah"". What is the language of the text? ",buginese
42,"""Lai cobai mabbukka puasa okkoe. Iya ellinna tama masoli ko lapasibali sibawa hotele berbintang padanna, rasa iyae najjulluang mappasara nyawa. Pasta na makemme, anre-anre laingnge aga makemme maneng. silaingeng ladde sibawa iya biasae najjulluangngi. Nappa pajjamana aga makurang profesional i wettu meloki makkamaja pake kartu kredi'."". What is the language of the text? ",buginese
43,"""namo iyya' herang tong, pendukungna ero tau e pada maneng ma' pau ja, mappau sala, mappau carepa, mappau belle, tori emosi bawang, de' nengka na pake ota'na "". What is the language of the text? ",buginese
44,"""Rumah makan nusa indah makkokkoe mappasara nyawa ah. Maronto, taue de yamparengngi mappelo okko kamara' pakewe ac, anre-anre we maka etta pole."". What is the language of the text? ",buginese
45,"""Nadia massappa kameja iya maelo e nawerengngi anri' na okko uniqlo"". What is the language of the text? ",buginese
46,"""101 dalmatians: The series iyanaritu peleng kartong iyae yakkibbua pole disney televsion animation, massiddi wi jamai sibawa jumbo pictures."". What is the language of the text? ",buginese
47,"""Kantoro' pappasikennana korsel - korut tabbukka iye minggue"". What is the language of the text? ",buginese
48,"""Mabbagi barakka sibawa sinde! Runtu' ki' 50 pake' umroh ri tungke' angelliatta siccedde' na rp.15.000 okko alfamart."". What is the language of the text? ",buginese
49,"""Melli wajaju, palo yaregga jang tangeng ri anroang monoton roomstore nulle diego pake aplikasi okko hape e sappo ku."". What is the language of the text? ",buginese
50,"""aplikasi google maps na bantu ladde'ka, upoji pake i"". What is the language of the text? ",buginese
