0,1,2,3,4,5,falcon-40b-baseline_correct,falcon-40b-baseline_choiceA_probs,falcon-40b-baseline_choiceB_probs,falcon-40b-baseline_choiceC_probs,falcon-40b-baseline_choiceD_probs
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,True,0.0554,0.02556,0.04926,0.8696
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,True,0.28,0.2225,0.2462,0.2512
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.966,0.01729,0.008965,0.00785
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.01475,0.8403,0.04333,0.10156
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,True,0.02217,0.0338,0.935,0.00882
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,True,0.2837,0.2117,0.237,0.2676
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,True,0.283,0.3398,0.1134,0.2637
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,True,0.01709,0.02884,0.04984,0.9043
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,False,0.288,0.1726,0.095,0.4443
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.7935,0.07043,0.0263,0.1099
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.10254,0.0759,0.2056,0.616
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.0575,0.6304,0.10657,0.2054
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,True,0.01177,0.03128,0.9067,0.05035
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,True,0.0323,0.01456,0.9146,0.03836
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,True,0.011055,0.01168,0.957,0.02017
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,True,0.0394,0.02751,0.8037,0.1292
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,True,0.01451,0.00894,0.01331,0.9634
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,True,0.05618,0.01674,0.8994,0.02759
What is the square root of 81 squared?,9,27,81,729,C,False,0.2086,0.265,0.1743,0.3523
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.517,0.06174,0.3064,0.1149
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.1893,0.1242,0.1737,0.5127
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,True,0.11414,0.02797,0.02776,0.83
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.1062,0.57,0.0431,0.281
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,True,0.05536,0.03574,0.0793,0.8296
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.02089,0.902,0.0375,0.03964
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,True,0.006798,0.01532,0.926,0.05222
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.02943,0.9014,0.02557,0.0435
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,True,0.006382,0.008,0.00845,0.977
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,True,0.0243,0.0862,0.6006,0.289
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.9683,0.015175,0.005283,0.0111
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.79,0.04202,0.12445,0.0437
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.0138,0.9526,0.01627,0.01718
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,True,0.02516,0.04382,0.8975,0.0336
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.11755,0.2374,0.2347,0.4104
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,False,0.1735,0.2494,0.324,0.2532
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,True,0.3052,0.1123,0.296,0.2866
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,True,0.014946,0.03043,0.02995,0.925
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.03017,0.9097,0.03017,0.02994
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,True,0.06476,0.02722,0.02765,0.8804
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.08746,0.8833,0.01657,0.012505
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.2559,0.311,0.143,0.29
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,True,0.2408,0.2004,0.05765,0.501
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.3462,0.448,0.0893,0.11646
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.8574,0.0729,0.01564,0.05417
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.261,0.516,0.1686,0.0543
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.8257,0.04016,0.021,0.1131
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,False,0.0366,0.02437,0.3887,0.5503
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,True,0.1271,0.292,0.05402,0.527
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,True,0.005745,0.00646,0.9775,0.0104
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.01011,0.9575,0.02463,0.007935
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,True,0.009384,0.1445,0.0371,0.809
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,True,0.00634,0.003342,0.9824,0.00777
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,True,0.33,0.0625,0.584,0.02373
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.06793,0.1449,0.02171,0.7656
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.2852,0.2246,0.2118,0.2786
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,False,0.2073,0.1534,0.3364,0.3027
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.02469,0.9155,0.03766,0.02196
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.02089,0.00837,0.010666,0.96
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,True,0.0204,0.0258,0.0758,0.878
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.02925,0.4436,0.12177,0.4055
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.956,0.02065,0.014404,0.00867
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,True,0.1923,0.6953,0.03043,0.0821
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.005978,0.9443,0.02496,0.02496
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,False,0.006134,0.0153,0.474,0.5044
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,True,0.569,0.2175,0.02681,0.1869
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,True,0.08936,0.745,0.0371,0.1284
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,True,0.522,0.2964,0.0661,0.1156
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,True,0.00999,0.0076,0.9683,0.01419
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,True,0.00742,0.1715,0.58,0.241
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,True,0.223,0.0926,0.07214,0.6123
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.1675,0.1495,0.2094,0.4736
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.02354,0.8833,0.02817,0.065
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.6064,0.1481,0.0923,0.1533
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.01454,0.928,0.02612,0.03125
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.03372,0.03506,0.87,0.0613
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,True,0.00624,0.00551,0.00997,0.9785
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.3923,0.2573,0.3203,0.03014
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.1145,0.03305,0.0452,0.807
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,True,0.02365,0.01247,0.9487,0.015274
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.0795,0.658,0.0657,0.1968
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.9565,0.0197,0.01063,0.012924
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,True,0.6123,0.1132,0.0623,0.2124
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.00977,0.9775,0.007435,0.00503
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,True,0.213,0.3525,0.07336,0.361
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.1476,0.01982,0.03168,0.801
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,True,0.0498,0.0686,0.02565,0.856
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,True,0.05365,0.06226,0.03156,0.8525
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,True,0.0698,0.03595,0.824,0.0698
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,True,0.3867,0.0863,0.0419,0.485
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,False,0.0999,0.2551,0.2996,0.3455
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.1682,0.6045,0.08594,0.1411
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.3623,0.268,0.1772,0.1924
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,True,0.1725,0.682,0.03357,0.1118
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,True,0.05133,0.703,0.0747,0.1709
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,True,0.0806,0.1616,0.03928,0.7188
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,True,0.3938,0.2974,0.1674,0.1415
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.8735,0.0623,0.01855,0.0456
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.9756,0.007626,0.009125,0.007687
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.6113,0.0756,0.2588,0.05405
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,True,0.517,0.03864,0.03217,0.412
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.8794,0.0675,0.02707,0.02625
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,True,0.1525,0.1211,0.5903,0.1361
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,True,0.1599,0.277,0.1936,0.3694
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,True,0.01517,0.01692,0.01084,0.957
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,True,0.03029,0.03004,0.9023,0.0371
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.2693,0.1588,0.495,0.07684
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.968,0.01787,0.006676,0.007507
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,True,0.0188,0.3333,0.461,0.187
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,False,0.11523,0.1062,0.2222,0.556
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,True,0.2747,0.2009,0.3113,0.2131
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.967,0.011795,0.00693,0.01468
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.246,0.563,0.0691,0.12177
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,False,0.4453,0.358,0.0652,0.1316
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,True,0.0479,0.1204,0.05557,0.776
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,True,0.3667,0.0848,0.4043,0.1442
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.2355,0.4888,0.0191,0.2566
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,False,0.0195,0.2275,0.0708,0.682
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,True,0.0602,0.1065,0.05838,0.775
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.777,0.1089,0.03793,0.0763
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.006912,0.952,0.01953,0.02129
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.1956,0.1995,0.2825,0.3225
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.005356,0.00444,0.9814,0.00856
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,True,0.0399,0.01611,0.9185,0.02574
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,True,0.9053,0.04218,0.03014,0.0224
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,True,0.1879,0.09955,0.4094,0.3032
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,False,0.576,0.2678,0.01837,0.1378
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,True,0.2134,0.333,0.2307,0.2228
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,True,0.02533,0.02417,0.0716,0.879
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,True,0.00252,0.003063,0.9736,0.02077
How is the Arabic numeral for '2' written?,2,II,I,ii,A,False,0.1003,0.6904,0.05988,0.1493
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.02834,0.01172,0.014465,0.9453
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,True,0.2473,0.257,0.2473,0.2483
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,True,0.2,0.6255,0.0411,0.1332
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,False,0.1624,0.359,0.348,0.131
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,True,0.839,0.1122,0.01788,0.03116
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.04364,0.9043,0.02144,0.03047
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,False,0.1687,0.1635,0.3176,0.35
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.2166,0.3066,0.2235,0.2532
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,True,0.01088,0.02197,0.04724,0.92
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.1001,0.636,0.03287,0.2308
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.217,0.55,0.04175,0.1915
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.899,0.07886,0.01163,0.01083
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.004196,0.976,0.00809,0.011856
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,0.0617,0.6064,0.05753,0.2744
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.0165,0.02762,0.01599,0.94
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.1357,0.2264,0.2659,0.3718
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.01322,0.9526,0.014404,0.01985
How many keys are on a Standard piano?,20,54,88,100,C,True,0.05927,0.06238,0.742,0.1362
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.0442,0.02039,0.02681,0.9087
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.735,0.1354,0.04147,0.08813
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.83,0.0592,0.0939,0.01695
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,True,0.07855,0.885,0.01158,0.0251
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,False,0.4287,0.1262,0.2627,0.1823
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,0.01403,0.004215,0.265,0.717
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.0051,0.9717,0.01096,0.01214
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.902,0.02338,0.044,0.03098
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,True,0.7896,0.132,0.02798,0.0503
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,True,0.433,0.2512,0.0643,0.2517
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,False,0.141,0.2493,0.2583,0.3516
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.251,0.304,0.2349,0.2101
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,False,0.0529,0.0332,0.3252,0.589
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.03035,0.884,0.05585,0.03012
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.963,0.0131,0.0107,0.01352
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.02768,0.946,0.01493,0.01172
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,True,0.12463,0.3713,0.448,0.05618
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,True,0.04355,0.04254,0.892,0.0219
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.01094,0.962,0.007286,0.01996
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.04074,0.895,0.03796,0.02629
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,True,0.00553,0.005577,0.00994,0.979
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,True,0.0707,0.01191,0.01493,0.9023
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,True,0.206,0.1326,0.1517,0.51
